anchor,positive_schema
"Run a code search to look for rate limiting logic.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Find matching code snippets that look for rate limiting logic.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Search code across GitHub to locate GraphQL resolver examples.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Run a code search to locate GraphQL resolver examples.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Find matching code snippets that locate GraphQL resolver examples.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Search code across GitHub to search for Terraform module usage.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Run a code search to search for Terraform module usage.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Find matching code snippets that search for Terraform module usage.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Search code across GitHub to find webhook retry handlers.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Run a code search to find webhook retry handlers.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
